,name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
3576,Poland,POL,PLN,10.8,3.80775,15504.366,55995.05,2019-07-09
3577,United Arab Emirates,ARE,AED,14.75,3.67315,37648.963,138265.817,2021-01-01
3578,Vietnam,VNM,VND,60000.0,22732.5,2720.168,60838178.105,2017-07-01
3579,Ireland,IRL,EUR,4.07,0.872486149,79182.663,67019.323,2019-01-01
3580,Jordan,JOR,JOD,2.3,0.709,4165.547,2953.367,2020-07-01
3581,Turkey,TUR,TRY,10.75,3.8026,10628.898,38778.189,2018-01-01
3582,Taiwan,TWN,TWD,69.0,31.905,23070.733,745769.126,2017-01-01
3583,Guatemala,GTM,GTQ,25.0,7.6802,4251.613,31967.342,2019-07-09
3584,Philippines,PHL,PHP,142.0,50.58,3512.195,181916.898,2020-01-14
3585,China,CHN,CNY,21.7,7.0035,10170.061,70259.02,2020-07-01
3586,Spain,ESP,EUR,4.1,0.853205921,28211.927,24982.169,2018-07-01
3587,Singapore,SGP,SGD,5.9,1.34715,66081.704,90145.907,2020-01-14
3588,Turkey,TUR,TRY,10.75,3.57605,10891.19,32908.096,2017-07-01
3589,Japan,JPN,JPY,390.0,111.25,38903.298,4363632.777,2018-07-01
3590,Brazil,BRA,BRL,16.9,3.71795,9629.603,35184.884,2019-01-01
3591,Peru,PER,PEN,10.5,3.3485,7187.688,23626.83,2019-01-01
3592,Mexico,MEX,MXN,50.0,18.89525,9970.967,191884.695,2019-07-09
3593,Honduras,HND,HNL,87.0,24.6548,2568.025,62937.107,2020-01-14
3594,Thailand,THA,THB,128.0,31.385,7812.886,242571.391,2020-07-01
3595,Russia,RUS,RUB,130.0,56.745,10726.771,625455.932,2018-01-01
3596,Sweden,SWE,SEK,49.1,8.0188,53459.072,457014.17,2018-01-01
3597,Romania,ROU,RON,9.9,4.26005,12928.148,54793.938,2020-07-01
3598,China,CHN,CNY,19.6,6.9266,8063.446,53578.237,2017-01-01
3599,France,FRA,EUR,4.2,0.853205921,40134.128,35539.493,2018-07-01
3600,Colombia,COL,COP,11900.0,3227.0,6923.64,20468748.983,2019-07-09
3601,United States,USA,USD,4.82,1.0,65504.783,65504.783,2020-01-14
3602,Malaysia,MYS,MYR,9.05,4.1175,11079.617,44708.375,2019-01-01
3603,Uruguay,URY,UYU,125.0,28.725,16544.81,498178.022,2017-01-01
3604,Britain,GBR,GBP,3.19,0.72285673,40617.562,31533.646,2018-01-01
3605,Latvia,LVA,EUR,2.7,0.853205921,15626.275,13837.348,2018-07-01
3606,Russia,RUS,RUB,110.17,66.685,11257.881,707355.395,2019-01-01
3607,Sri Lanka,LKA,LKR,680.0,185.85,4082.694,729760.859,2020-07-01
3608,Denmark,DNK,DKK,30.0,6.51255,54862.848,369321.237,2017-07-01
3609,Indonesia,IDN,IDR,32126.0,13369.5,3604.99,47976388.462,2017-07-01
3610,Greece,GRC,EUR,3.35,0.816826629,18552.223,16428.327,2018-01-01
3611,Euro area,EUZ,EUR,4.08,0.892339267,40451.0707876842,34237.3294059313,2019-07-09
3612,Bahrain,BHR,BHD,1.4,0.377,26051.303,9795.29,2020-01-14
3613,Saudi Arabia,SAU,SAR,12.0,3.7503,23081.196,86554.485,2018-01-01
3614,Egypt,EGY,EGP,31.37,17.905,2592.707,38402.311,2018-07-01
3615,Russia,RUS,RUB,135.0,70.585,11554.009,746828.604,2020-07-01
3616,Thailand,THA,THB,119.0,35.573,5993.308,211542.109,2017-01-01
3617,Saudi Arabia,SAU,SAR,12.0,3.7504,23081.196,86554.485,2018-07-01
3618,Kuwait,KWT,KWD,1.1,0.3045,29905.292,9029.504,2019-07-09
3619,Norway,NOR,NOK,42.0,8.65275,82605.919,671792.639,2019-07-09
3620,Russia,RUS,RUB,130.0,63.83875,11257.881,707355.395,2019-07-09
3621,Colombia,COL,COP,9900.0,2994.625,6037.126,18444989.545,2017-01-01
3622,Denmark,DNK,DKK,30.0,6.0827,57772.553,381466.015,2018-01-01
3623,Colombia,COL,COP,11900.0,2874.07,6577.287,19411356.581,2018-07-01
3624,India,IND,INR,170.0,68.3275,1714.28,114980.219,2017-01-01
3625,Norway,NOR,NOK,49.0,8.64835,70629.25,593285.703,2017-01-01
3626,Kuwait,KWT,KWD,1.05,0.3031,29905.292,9029.504,2019-01-01
3627,Bahrain,BHR,BHD,1.4,0.377,25149.47,9456.201,2019-07-09
3628,New Zealand,NZL,NZD,6.2,1.374664925,42289.966,59492.212,2018-01-01
3629,Pakistan,PAK,PKR,375.0,110.505,1653.406,173284.686,2018-01-01
3630,Switzerland,CHE,CHF,6.5,0.96415,82575.989,81369.917,2017-07-01
3631,Thailand,THA,THB,115.0,30.2775,7812.886,242571.391,2020-01-14
3632,Bahrain,BHR,BHD,1.5,0.377,23516.937,8842.368,2021-01-01
3633,Lithuania,LTU,EUR,2.85,0.892339267,19195.06,16246.485,2019-07-09
3634,Indonesia,IDN,IDR,31000.0,13329.0,3604.99,47976388.462,2017-01-01
3635,Ukraine,UKR,UAH,42.0,27.235,2200.851,56238.892,2017-01-01
3636,Peru,PER,PEN,10.5,3.2515,6430.416,21706.406,2017-07-01
3637,Ireland,IRL,EUR,4.07,0.816826629,69863.657,61865.525,2018-01-01
3638,Israel,ISR,ILS,17.0,3.70785,42249.336,151698.698,2019-01-01
3639,Egypt,EGY,EGP,42.5,15.64,3802.438,61159.046,2021-01-01
3640,Australia,AUS,AUD,6.15,1.443626389,56434.012,75432.373,2019-07-09
3641,Moldova,MDA,MDL,43.0,17.8142,4121.047,69244.477,2019-07-09
3642,Vietnam,VNM,VND,65000.0,23231.0,3216.254,74039698.853,2019-07-09
3643,Bahrain,BHR,BHD,1.4,0.37705,26051.303,9795.29,2020-07-01
3644,Qatar,QAT,QAR,13.0,3.641,63007.696,229348.012,2020-07-01
3645,New Zealand,NZL,NZD,6.0,1.43358899,39415.045,56552.528,2017-01-01
3646,Ireland,IRL,EUR,4.07,0.853205921,69863.657,61865.525,2018-07-01
3647,Australia,AUS,AUD,6.55,1.430615165,54395.694,78219.451,2020-07-01
3648,Kuwait,KWT,KWD,1.15,0.3078,29037.471,8816.188,2020-07-01
3649,France,FRA,EUR,4.1,0.875695083,38348.507,34654.426,2017-07-01
3650,Slovakia,SVK,EUR,3.2,0.872486149,19508.287,16511.596,2019-01-01
3651,Singapore,SGP,SGD,5.8,1.35585,61162.097,84460.269,2018-07-01
3652,Britain,GBR,GBP,3.29,0.802181935,43275.096,32396.652,2019-07-09
3653,Hungary,HUN,HUF,900.0,290.5412,16421.113,4437176.314,2019-07-09
3654,Philippines,PHL,PHP,142.0,51.3175,3279.519,172704.151,2019-07-09
3655,Moldova,MDA,MDL,47.0,17.075,4376.654,76911.52,2020-07-01
3656,Israel,ISR,ILS,17.0,3.4595,44155.447,157393.299,2020-01-14
3657,Azerbaijan,AZE,AZN,3.95,1.699,4841.145,8229.947,2020-07-01
3658,India,IND,INR,190.0,75.1975,2050.163,145350.407,2020-07-01
3659,Chile,CHL,CLP,2940.0,719.425,13056.638,10343022.904,2021-01-01
3660,Netherlands,NLD,EUR,3.61,0.955246692,46165.177,41718.122,2017-01-01
3661,Romania,ROU,RON,9.3,4.2192,12465.699,49098.192,2019-07-09
3662,Slovenia,SVN,EUR,2.4,0.892339267,26224.257,22195.918,2019-07-09
3663,Chile,CHL,CLP,2740.0,787.7,14551.577,10233396.744,2020-07-01
3664,Sri Lanka,LKA,LKR,580.0,159.27,4401.055,670925.154,2018-07-01
3665,Netherlands,NLD,EUR,4.06,0.892339267,53224.694,45048.787,2019-07-09
3666,Canada,CAN,CAD,6.77,1.30655,46430.975,61604.309,2020-01-14
3667,Argentina,ARG,ARS,75.0,18.9375,14618.327,242031.427,2018-01-01
3668,Chile,CHL,CLP,2640.0,772.74,14551.577,10233396.744,2020-01-14
3669,Qatar,QAT,QAR,12.0,3.641,59127.513,215224.146,2018-07-01
3670,Finland,FIN,EUR,4.62,0.872486149,50032.02,42346.544,2019-01-01
3671,Egypt,EGY,EGP,42.0,15.88,3240.513,57043.833,2020-01-14
3672,South Africa,ZAF,ZAR,30.0,12.25815,6678.292,88938.159,2018-01-01
3673,Sweden,SWE,SEK,51.0,8.7526,53459.072,457014.17,2018-07-01
3674,Turkey,TUR,TRY,13.99,5.722,9514.047,45865.635,2019-07-09
3675,Lithuania,LTU,EUR,2.85,0.879623521,19617.714,17522.104,2020-07-01
3676,Spain,ESP,EUR,3.95,0.955246692,26549.363,23991.884,2017-01-01
3677,Hungary,HUN,HUF,850.0,276.4302,14606.266,4008446.316,2018-07-01
3678,Belgium,BEL,EUR,4.05,0.875695083,42076.398,38023.212,2017-07-01
3679,Pakistan,PAK,PKR,460.0,138.88,1698.034,186840.572,2019-01-01
3680,Argentina,ARG,ARS,250.0,71.24065,9941.59,479729.91,2020-07-01
3681,Croatia,HRV,HRK,22.0,6.6272,15122.974,13507.503,2020-07-01
3682,Slovenia,SVN,EUR,2.5,0.879623521,26138.955,23346.731,2020-07-01
3683,Malaysia,MYS,MYR,8.6,4.2935,9523.316,39505.493,2017-07-01
3684,Estonia,EST,EUR,3.15,0.816826629,20430.567,18091.635,2018-01-01
3685,Finland,FIN,EUR,4.62,0.853205921,46437.211,41120.986,2018-07-01
3686,South Korea,KOR,KRW,4500.0,1116.0,31600.735,35740457.554,2018-07-01
3687,Guatemala,GTM,GTQ,25.0,7.7283,4251.613,31967.342,2019-01-01
3688,Egypt,EGY,EGP,34.21,17.7,2592.707,38402.311,2018-01-01
3689,South Africa,ZAF,ZAR,31.0,14.175,6991.709,92566.147,2019-07-09
3690,Colombia,COL,COP,11900.0,3617.01,6540.141,21460743.995,2020-07-01
3691,Australia,AUS,AUD,6.1,1.401639919,56434.012,75432.373,2019-01-01
3692,Portugal,PRT,EUR,3.25,0.872486149,23573.299,19952.177,2019-01-01
3693,United Arab Emirates,ARE,AED,14.0,3.67315,41971.753,154141.262,2018-07-01
3694,Thailand,THA,THB,119.0,30.8275,7298.941,235830.442,2019-07-09
3695,Colombia,COL,COP,9900.0,3052.16,6037.126,18444989.545,2017-07-01
3696,China,CHN,CNY,20.4,6.432,8760.259,59208.402,2018-01-01
3697,Jordan,JOR,JOD,1.95,0.7096,4152.265,2943.95,2019-01-01
3698,Ukraine,UKR,UAH,57.0,25.6475,3118.908,84809.211,2019-07-09
3699,Honduras,HND,HNL,87.0,24.6907,2568.025,62937.107,2020-07-01
3700,Italy,ITA,EUR,4.2,0.816826629,32648.756,28911.061,2018-01-01
3701,Brazil,BRA,BRL,17.5,3.8073,9629.603,35184.884,2019-07-09
3702,Canada,CAN,CAD,6.77,1.2803,43573.195,58438.307,2021-01-01
3703,China,CHN,CNY,21.0,6.8846,9848.949,65160.648,2019-07-09
3704,Denmark,DNK,DKK,30.0,7.10125,54862.848,369321.237,2017-01-01
3705,Czech Republic,CZE,CZK,79.0,20.747,20605.825,481688.643,2018-01-01
3706,France,FRA,EUR,4.2,0.816826629,40134.128,35539.493,2018-01-01
3707,Peru,PER,PEN,10.5,3.2715,6965.195,22712.63,2018-07-01
3708,Canada,CAN,CAD,6.77,1.3314,46617.97,60408.402,2019-01-01
3709,Sweden,SWE,SEK,52.0,8.90625,54295.731,471966.636,2019-01-01
3710,Czech Republic,CZE,CZK,85.0,22.7993,23380.772,508062.217,2019-07-09
3711,Egypt,EGY,EGP,42.0,16.615,2710.158,48055.613,2019-07-09
3712,Belgium,BEL,EUR,4.35,0.823011399,45636.457,39987.017,2021-01-01
3713,Nicaragua,NIC,NIO,110.0,33.1621,2008.404,63371.596,2019-07-09
3714,Brazil,BRA,BRL,16.9,3.83835,10419.575,33252.857,2018-07-01
3715,Greece,GRC,EUR,3.3,0.892339267,19750.71,16716.781,2019-07-09
3716,Finland,FIN,EUR,4.56,0.875695083,43865.756,39640.202,2017-07-01
3717,Poland,POL,PLN,10.1,3.7086,12369.893,48810.67,2017-07-01
3718,Czech Republic,CZE,CZK,75.0,22.06475,20605.825,481688.643,2018-07-01
3719,Netherlands,NLD,EUR,4.09,0.899159286,52672.504,47045.905,2020-01-14
3720,Latvia,LVA,EUR,2.8,0.872486149,17806.56,15071.274,2019-01-01
3721,Qatar,QAT,QAR,12.0,3.64125,66421.617,241774.685,2019-01-01
3722,Turkey,TUR,TRY,10.75,5.3834,9514.047,45865.635,2019-01-01
3723,Costa Rica,CRI,CRC,2350.0,581.825,12691.126,7454064.392,2020-07-01
3724,Slovakia,SVK,EUR,3.0,0.853205921,17591.574,15577.655,2018-07-01
3725,Slovenia,SVN,EUR,2.3,0.853205921,23511.316,20819.693,2018-07-01
3726,Spain,ESP,EUR,3.95,0.892339267,30438.338,25762.67,2019-07-09
3727,Jordan,JOR,JOD,2.3,0.709,4152.265,2943.95,2019-07-09
3728,Malaysia,MYS,MYR,9.5,4.0745,11228.293,46512.868,2020-01-14
3729,Germany,DEU,EUR,4.45,0.879623521,46810.283,41809.9,2020-07-01
3730,Indonesia,IDN,IDR,35750.0,13359.0,3885.967,51997473.556,2018-01-01
3731,Azerbaijan,AZE,AZN,3.95,1.6965,4841.145,8229.947,2020-01-14
3732,Mexico,MEX,MXN,50.0,18.8205,10259.746,197639.976,2020-01-14
3733,Taiwan,TWN,TWD,69.0,29.553,25061.624,762936.397,2018-01-01
3734,Switzerland,CHE,CHF,6.5,0.99325,82588.943,81324.644,2018-07-01
3735,Italy,ITA,EUR,4.2,0.872486149,34917.563,29553.836,2019-01-01
3736,Sri Lanka,LKA,LKR,640.0,175.675,4360.149,708441.809,2019-07-09
3737,Turkey,TUR,TRY,13.99,6.8595,9145.817,51924.837,2020-07-01
3738,Azerbaijan,AZE,AZN,3.95,1.70175,4217.653,7170.01,2018-07-01
3739,Denmark,DNK,DKK,30.0,6.3591,57772.553,381466.015,2018-07-01
3740,Indonesia,IDN,IDR,33000.0,14090.0,3945.583,56173024.391,2019-01-01
3741,Israel,ISR,ILS,16.9,3.5405,37568.167,144283.049,2017-07-01
3742,Estonia,EST,EUR,3.2,0.892339267,23176.358,19616.211,2019-07-09
3743,Peru,PER,PEN,10.5,3.212,6965.195,22712.63,2018-01-01
3744,Uruguay,URY,UYU,140.0,28.58,18626.981,533647.478,2018-01-01
3745,Nicaragua,NIC,NIO,120.0,34.3752,1940.115,64187.312,2020-07-01
3746,Saudi Arabia,SAU,SAR,14.0,3.75105,27892.807,104598.025,2020-07-01
3747,Switzerland,CHE,CHF,6.5,0.98165,85547.272,83655.964,2019-01-01
3748,Switzerland,CHE,CHF,6.5,0.99355,85547.272,83655.964,2019-07-09
3749,Brazil,BRA,BRL,19.9,4.1419,9364.237,36937.0,2020-01-14
3750,Brazil,BRA,BRL,20.9,5.34045,9364.237,36937.0,2020-07-01
3751,Argentina,ARG,ARS,320.0,85.3736,8489.332,599642.029,2021-01-01
3752,Saudi Arabia,SAU,SAR,12.0,3.75015,21515.651,80683.693,2017-07-01
3753,Estonia,EST,EUR,3.2,0.879623521,23584.26,21064.935,2020-07-01
3754,Philippines,PHL,PHP,133.0,49.615,3107.646,147589.798,2017-01-01
3755,UAE,ARE,AED,14.0,3.673,40483.337,148675.054,2017-07-01
3756,China,CHN,CNY,19.8,6.7875,8063.446,53578.237,2017-07-01
3757,Saudi Arabia,SAU,SAR,13.0,3.7518,27892.807,104598.025,2020-01-14
3758,Nicaragua,NIC,NIO,120.0,33.8763,1940.115,64187.312,2020-01-14
3759,United Arab Emirates,ARE,AED,14.0,3.67315,45591.68,167435.443,2019-01-01
3760,Israel,ISR,ILS,16.9,3.855,37568.167,144283.049,2017-01-01
3761,Moldova,MDA,MDL,45.0,17.42,4376.654,76911.52,2020-01-14
3762,Greece,GRC,EUR,3.35,0.853205921,18552.223,16428.327,2018-07-01
3763,Turkey,TUR,TRY,10.75,4.70625,10628.898,38778.189,2018-07-01
3764,Slovakia,SVK,EUR,3.6,0.879623521,19397.274,17325.212,2020-07-01
3765,Azerbaijan,AZE,AZN,3.95,1.699,4280.429,7276.729,2021-01-01
3766,France,FRA,EUR,4.2,0.899159286,41924.837,37446.329,2020-01-14
3767,Lebanon,LBN,LBP,6500.0,1514.0,7421.491,11697696.037,2020-01-14
3768,Vietnam,VNM,VND,66000.0,23180.0,3439.102,79880604.94,2020-07-01
3769,Euro area,EUZ,EUR,4.25,0.823011399,38444.1434983902,33685.0632182557,2021-01-01
3770,Israel,ISR,ILS,17.0,3.6349,41014.945,147635.572,2018-07-01
3771,Slovenia,SVN,EUR,2.3,0.872486149,26224.257,22195.918,2019-01-01
3772,Azerbaijan,AZE,AZN,3.95,1.6965,4759.796,8091.654,2019-07-09
3773,Estonia,EST,EUR,3.2,0.823011399,23546.32,20631.468,2021-01-01
3774,Kuwait,KWT,KWD,1.05,0.3025,26816.642,8134.828,2018-07-01
3775,Slovenia,SVN,EUR,2.4,0.899159286,26138.955,23346.731,2020-01-14
3776,Egypt,EGY,EGP,40.0,17.91,2710.158,48055.613,2019-01-01
3777,Austria,AUT,EUR,3.81,0.892339267,51234.477,43364.29,2019-07-09
3778,Sweden,SWE,SEK,52.6,9.1384,51694.498,488944.612,2020-07-01
3779,Euro area,EUZ,EUR,3.91,0.875695083,35482.3371780392,32064.3521359313,2017-07-01
3780,Finland,FIN,EUR,4.56,0.816826629,46437.211,41120.986,2018-01-01
3781,Honduras,HND,HNL,86.0,24.4834,2506.539,59915.056,2019-07-09
3782,Italy,ITA,EUR,4.3,0.892339267,34917.563,29553.836,2019-07-09
3783,Germany,DEU,EUR,4.14,0.899159286,46810.283,41809.9,2020-01-14
3784,Spain,ESP,EUR,4.2,0.899159286,29603.298,26441.005,2020-01-14
3785,Ireland,IRL,EUR,4.0,0.955246692,62556.102,56530.123,2017-01-01
3786,Finland,FIN,EUR,4.55,0.955246692,43865.756,39640.202,2017-01-01
3787,Uruguay,URY,UYU,140.0,31.31,18626.981,533647.478,2018-07-01
3788,Estonia,EST,EUR,3.2,0.899159286,23584.26,21064.935,2020-01-14
3789,Croatia,HRV,HRK,22.0,6.6965,15122.974,13507.503,2020-01-14
3790,Russia,RUS,RUB,135.0,61.4325,11554.009,746828.604,2020-01-14
3791,Lebanon,LBN,LBP,6500.0,1511.0,7776.012,11722338.696,2018-07-01
3792,Qatar,QAT,QAR,13.0,3.64175,66421.617,241774.685,2019-07-09
3793,Peru,PER,PEN,11.9,3.3276,7233.468,24137.78,2020-01-14
3794,Greece,GRC,EUR,3.35,0.955246692,17906.1,16181.22,2017-01-01
3795,Singapore,SGP,SGD,5.8,1.3559,66840.654,90157.459,2019-01-01
3796,United States,USA,USD,4.61,1.0,60292.978,60292.978,2018-01-01
3797,Italy,ITA,EUR,4.2,0.853205921,32648.756,28911.061,2018-07-01
3798,Estonia,EST,EUR,3.2,0.872486149,23176.358,19616.211,2019-01-01
3799,Poland,POL,PLN,11.0,3.94345,15694.594,60266.588,2020-07-01
3800,Norway,NOR,NOK,52.0,9.37105,76303.683,671472.406,2020-07-01
3801,Singapore,SGP,SGD,5.9,1.3876,66081.704,90145.907,2020-07-01
3802,Japan,JPN,JPY,380.0,116.665,39411.424,4287683.071,2017-01-01
3803,Portugal,PRT,EUR,3.05,0.955246692,19986.362,18061.091,2017-01-01
3804,Norway,NOR,NOK,49.0,7.8501,75940.175,628151.813,2018-01-01
3805,Estonia,EST,EUR,3.15,0.875695083,18290.293,16528.404,2017-07-01
3806,Japan,JPN,JPY,380.0,113.06,39411.424,4287683.071,2017-07-01
3807,Azerbaijan,AZE,AZN,3.95,1.6965,4759.796,8091.654,2019-01-01
3808,Sweden,SWE,SEK,51.0,9.47505,54295.731,471966.636,2019-07-09
3809,Uruguay,URY,UYU,130.0,28.705,16544.81,498178.022,2017-07-01
3810,Canada,CAN,CAD,6.65,1.31235,45192.368,58656.795,2018-07-01
3811,Moldova,MDA,MDL,40.0,17.263,4121.047,69244.477,2019-01-01
3812,Kuwait,KWT,KWD,1.1,0.3034,29037.471,8816.188,2020-01-14
3813,Britain,GBR,GBP,3.19,0.775885479,41114.514,30338.243,2017-07-01
3814,Ukraine,UKR,UAH,44.0,25.915,2200.851,56238.892,2017-07-01
3815,Britain,GBR,GBP,3.29,0.74137228,40245.884,31369.359,2021-01-01
3816,Indonesia,IDN,IDR,31500.0,14360.0,3885.967,51997473.556,2018-07-01
3817,Mexico,MEX,MXN,49.0,17.79075,8999.57,167968.493,2017-07-01
3818,Venezuela,VEN,VEF,10950.0,2700.0,3676.384,,2017-07-01
3819,Poland,POL,PLN,10.1,3.40575,13819.834,52215.94,2018-01-01
3820,Bahrain,BHR,BHD,1.2,0.37955,23631.585,8885.476,2018-07-01
3821,Romania,ROU,RON,9.2,3.97325,10717.263,43352.775,2018-07-01
3822,Greece,GRC,EUR,3.3,0.899159286,19140.612,17095.968,2020-01-14
3823,India,IND,INR,188.0,70.87815,2050.163,145350.407,2020-01-14
3824,Canada,CAN,CAD,6.88,1.3552,46430.975,61604.309,2020-07-01
3825,Argentina,ARG,ARS,75.0,27.725,14618.327,242031.427,2018-07-01
3826,Vietnam,VNM,VND,65000.0,23039.5,2957.899,67191171.646,2018-07-01
3827,Britain,GBR,GBP,3.19,0.78320802,43275.096,32396.652,2019-01-01
3828,United States,USA,USD,4.71,1.0,63165.278,63165.278,2019-01-01
3829,Finland,FIN,EUR,4.75,0.892339267,50032.02,42346.544,2019-07-09
3830,Taiwan,TWN,TWD,72.0,29.8845,25903.168,801107.277,2020-01-14
3831,Guatemala,GTM,GTQ,25.0,7.693,4388.497,33783.968,2020-07-01
3832,Canada,CAN,CAD,5.97,1.2823,42382.499,56182.883,2017-07-01
3833,Australia,AUS,AUD,5.9,1.253682693,55842.751,72828.252,2018-01-01
3834,Ukraine,UKR,UAH,47.0,28.715,2655.99,70657.179,2018-01-01
3835,Chile,CHL,CLP,2640.0,651.73,15003.77,9735221.284,2018-07-01
3836,Malaysia,MYS,MYR,9.0,3.954,9965.123,42854.422,2018-01-01
3837,Canada,CAN,CAD,6.77,1.31305,46617.97,60408.402,2019-07-09
3838,Russia,RUS,RUB,130.0,60.4375,8731.195,583712.971,2017-01-01
3839,Pakistan,PAK,PKR,375.0,105.15,1566.625,163469.949,2017-07-01
3840,India,IND,INR,180.0,63.86125,1957.97,126200.668,2018-01-01
3841,Bahrain,BHR,BHD,1.2,0.377,25149.47,9456.201,2019-01-01
3842,Norway,NOR,NOK,49.0,8.2852,70629.25,593285.703,2017-07-01
3843,Finland,FIN,EUR,4.87,0.823011399,49168.162,43081.524,2021-01-01
3844,Greece,GRC,EUR,3.3,0.823011399,17570.395,15395.316,2021-01-01
3845,Poland,POL,PLN,9.6,4.17215,12369.893,48810.67,2017-01-01
3846,Singapore,SGP,SGD,5.6,1.3777,56899.903,78609.854,2017-07-01
3847,Hungary,HUN,HUF,864.0,252.14215,14606.266,4008446.316,2018-01-01
3848,Indonesia,IDN,IDR,33000.0,13670.0,4192.768,59317914.263,2020-01-14
3849,United Arab Emirates,ARE,AED,14.75,3.67295,43981.605,161522.445,2020-07-01
3850,South Africa,ZAF,ZAR,31.0,16.6725,6622.629,95707.478,2020-07-01
3851,France,FRA,EUR,4.2,0.892339267,43060.59,36446.004,2019-07-09
3852,Hungary,HUN,HUF,862.0,268.6239,13083.4,3683282.401,2017-07-01
3853,Poland,POL,PLN,10.1,3.68695,13819.834,52215.94,2018-07-01
3854,Australia,AUS,AUD,6.45,1.449065353,54395.694,78219.451,2020-01-14
3855,Austria,AUT,EUR,3.86,0.879623521,50192.49,44830.812,2020-07-01
3856,Thailand,THA,THB,119.0,32.0075,7298.941,235830.442,2019-01-01
3857,New Zealand,NZL,NZD,6.4,1.513431706,42757.124,61702.944,2019-07-09
3858,Costa Rica,CRI,CRC,2350.0,569.965,12691.126,7454064.392,2020-01-14
3859,New Zealand,NZL,NZD,6.6,1.51779616,42274.23,64121.47,2020-07-01
3860,Costa Rica,CRI,CRC,2350.0,613.77,12163.927,7116292.876,2021-01-01
3861,Sweden,SWE,SEK,48.0,9.12455,51590.473,441717.2,2017-01-01
3862,Peru,PER,PEN,11.9,3.4973,7233.468,24137.78,2020-07-01
3863,Italy,ITA,EUR,4.2,0.955246692,31190.794,28186.21,2017-01-01
3864,Oman,OMN,OMR,1.21,0.385,19885.103,7645.822,2019-07-09
3865,Sri Lanka,LKA,LKR,550.0,150.06,4150.367,604300.052,2017-01-01
3866,Portugal,PRT,EUR,3.25,0.875695083,19986.362,18061.091,2017-07-01
3867,Saudi Arabia,SAU,SAR,13.0,3.75035,28036.044,105135.165,2019-07-09
3868,Euro area,EUZ,EUR,3.88,0.955246692,35482.3371780392,32064.3521359313,2017-01-01
3869,Kuwait,KWT,KWD,1.15,0.3037,23017.708,7048.598,2021-01-01
3870,Lebanon,LBN,LBP,37000.0,22000.0,3588.705,14021069.991,2021-07-01
3871,Oman,OMN,OMR,1.15,0.38505,17076.319,6565.845,2021-07-01
3872,Taiwan,TWN,TWD,75.0,27.814,33070.701,926756.791,2022-01-01
3873,Honduras,HND,HNL,102.0,24.62,3080.948,75442.737,2023-07-01
3874,Lebanon,LBN,LBP,15500.0,8750.0,3588.705,14021069.991,2021-01-01
3875,Nicaragua,NIC,NIO,124.0,34.8453,1952.183,67020.957,2021-01-01
3876,Guatemala,GTM,GTQ,26.0,7.7279,4708.382,36421.561,2022-07-01
3877,Qatar,QAT,QAR,14.0,3.64175,80572.587,293284.215,2023-01-01
3878,Philippines,PHL,PHP,155.0,54.925,3623.593,197405.351,2023-07-01
3879,Poland,POL,PLN,19.9,4.00785,21995.995,92406.092,2024-01-01
3880,Vietnam,VNM,VND,69000.0,22650.0,3756.885,86161841.596,2022-01-01
3881,Vietnam,VNM,VND,74000.0,23687.5,4101.73,96004167.138,2023-07-01
3882,Ukraine,UKR,UAH,110.0,37.4443,5337.491,195637.25,2024-01-01
3883,Argentina,ARG,ARS,980.0,184.69875,13640.41,1782994.2,2023-01-01
3884,Sweden,SWE,SEK,61.29,10.44965,56224.808,596554.283,2024-01-01
3885,Greece,GRC,EUR,3.3,0.850159405,17570.395,15395.316,2021-07-01
3886,Canada,CAN,CAD,7.62,1.38145,53547.719,72284.529,2024-07-01
3887,Egypt,EGY,EGP,120.0,48.6,3727.657,96123.855,2024-07-01
3888,Lithuania,LTU,EUR,2.9,0.823011399,20365.542,17844.445,2021-01-01
3889,Moldova,MDA,MDL,50.0,17.225,4377.542,75829.897,2021-01-01
3890,Venezuela,VEN,VES,16020000.0,3613989.071,1566.602,512.442,2021-07-01
3891,Portugal,PRT,EUR,3.45,0.89206066,24838.734,20987.051,2022-01-01
3892,Colombia,COL,COP,18900.0,4545.55,6691.211,28479092.812,2023-01-01
3893,Australia,AUS,AUD,7.45,1.48400979446464,65574.862,94358.39,2023-07-01
3894,Sweden,SWE,SEK,54.0,8.7165,52706.294,485441.256,2021-07-01
3895,Egypt,EGY,EGP,85.0,30.9,3727.657,96123.855,2024-01-01
3896,India,IND,INR,215.0,83.06625,2500.356,207029.491,2024-01-01
3897,United Arab Emirates,ARE,AED,17.0,3.67305,43438.523,159527.977,2022-01-01
3898,Venezuela,VEN,VES,23.0,4.5435,2090.398,6834.894,2022-01-01
3899,India,IND,INR,191.0,79.9513,2250.179,167647.103,2022-07-01
3900,United States,USA,USD,4.89,1.0,64367.435,64367.435,2021-01-01
3901,Finland,FIN,EUR,4.95,0.89206066,53610.157,45296.96,2022-01-01
3902,Slovenia,SVN,EUR,2.8,0.89206066,29338.031,24788.653,2022-01-01
3903,Australia,AUS,AUD,6.7,1.44843568945539,64327.187,85566.585,2022-07-01
3904,Romania,ROU,RON,14.5,4.4761,15821.133,74033.726,2023-07-01
3905,Hungary,HUN,HUF,982.0,317.51115,18712.805,5672615.39,2022-01-01
